VAR_COMPLETO;VAR;NUM_CATEGORIA;CATEGORIA
Vivienda.VAREA;VAREA;1;Urbano censal
Vivienda.VAREA;VAREA;2;Rural censal
Vivienda.ENCAREA;ENCAREA;1;Urbano encuesta
Vivienda.ENCAREA;ENCAREA;2;Rural encuesta
Vivienda.C2P2;C2P2;1;Ocupada, con personas presentes
Vivienda.C2P2;C2P2;2;Ocupada, con personas ausentes
Vivienda.C2P2;C2P2;3;Ocupada, de uso ocasional
Vivienda.C2P2;C2P2;4;Desocupada, en alquiler o venta
Vivienda.C2P2;C2P2;5;Desocupada, en construcción o reparación
Vivienda.C2P2;C2P2;6;Desocupada, abandonada o cerrada
Vivienda.C2P2;C2P2;7;Desocupada, otra causa
Vivienda.C2P3;C2P3;1;Ladrillo o bloque de cemento
Vivienda.C2P3;C2P3;2;Piedra o sillar con cal o cemento
Vivienda.C2P3;C2P3;3;Adobe
Vivienda.C2P3;C2P3;4;Tapia
Vivienda.C2P3;C2P3;5;Quincha (caña con barro)
Vivienda.C2P3;C2P3;6;Piedra con barro
Vivienda.C2P3;C2P3;7;Madera (pona, tornillo etc.)
Vivienda.C2P3;C2P3;8;Triplay / calamina / estera
Vivienda.C2P3;C2P3;9;Otro material
Vivienda.C2P4;C2P4;1;Concreto armado
Vivienda.C2P4;C2P4;2;Madera
Vivienda.C2P4;C2P4;3;Tejas
Vivienda.C2P4;C2P4;4;Planchas de calamina, fibra de cemento o similares
Vivienda.C2P4;C2P4;5;Caña o estera con torta de barro o cemento
Vivienda.C2P4;C2P4;6;Triplay / estera / carrizo
Vivienda.C2P4;C2P4;7;Paja, hoja de palmera y similares
Vivienda.C2P4;C2P4;8;Otro material
Vivienda.C2P5;C2P5;1;Parquet o madera pulida
Vivienda.C2P5;C2P5;2;Láminas asfálticas, vinílicos o similares
Vivienda.C2P5;C2P5;3;Losetas, terrazos, cerámicos o similares
Vivienda.C2P5;C2P5;4;Madera (pona, tornillo, etc.)
Vivienda.C2P5;C2P5;5;Cemento
Vivienda.C2P5;C2P5;6;Tierra
Vivienda.C2P5;C2P5;7;Otro material
Vivienda.C2P6;C2P6;1;Red pública dentro de la vivienda
Vivienda.C2P6;C2P6;2;Red pública fuera de la vivienda, pero dentro de la edificación
Vivienda.C2P6;C2P6;3;Pilón o pileta de uso público
Vivienda.C2P6;C2P6;4;Camión - cisterna u otro similar
Vivienda.C2P6;C2P6;5;Pozo (agua subterránea)
Vivienda.C2P6;C2P6;6;Manantial o puquio
Vivienda.C2P6;C2P6;7;Río, acequia, lago, laguna
Vivienda.C2P6;C2P6;8;Otro
Vivienda.C2P6;C2P6;10;Vecino
Vivienda.C2P7;C2P7;1;Sí tiene servicio de agua todos los días de la semana
Vivienda.C2P7;C2P7;2;No tiene servicio de agua todos los días de la semana
Vivienda.C2P7A;C2P7A;1;1 hora
Vivienda.C2P7A;C2P7A;2;2 horas
Vivienda.C2P7A;C2P7A;3;3 horas
Vivienda.C2P7A;C2P7A;4;4 horas
Vivienda.C2P7A;C2P7A;5;5 horas
Vivienda.C2P7A;C2P7A;6;6 horas
Vivienda.C2P7A;C2P7A;7;7 horas
Vivienda.C2P7A;C2P7A;8;8 horas
Vivienda.C2P7A;C2P7A;9;9 horas
Vivienda.C2P7A;C2P7A;10;10 horas
Vivienda.C2P7A;C2P7A;11;11 horas
Vivienda.C2P7A;C2P7A;12;12 horas
Vivienda.C2P7A;C2P7A;13;13 horas
Vivienda.C2P7A;C2P7A;14;14 horas
Vivienda.C2P7A;C2P7A;15;15 horas
Vivienda.C2P7A;C2P7A;16;16 horas
Vivienda.C2P7A;C2P7A;17;17 horas
Vivienda.C2P7A;C2P7A;18;18 horas
Vivienda.C2P7A;C2P7A;19;19 horas
Vivienda.C2P7A;C2P7A;20;20 horas
Vivienda.C2P7A;C2P7A;21;21 horas
Vivienda.C2P7A;C2P7A;22;22 horas
Vivienda.C2P7A;C2P7A;23;23 horas
Vivienda.C2P7A;C2P7A;24;24 horas
Vivienda.C2P7B;C2P7B;0;Ningún día
Vivienda.C2P7B;C2P7B;1;1 día
Vivienda.C2P7B;C2P7B;2;2 días
Vivienda.C2P7B;C2P7B;3;3 días
Vivienda.C2P7B;C2P7B;4;4 días
Vivienda.C2P7B;C2P7B;5;5 días
Vivienda.C2P7B;C2P7B;6;6 días
Vivienda.C2P7C;C2P7C;1;1 hora
Vivienda.C2P7C;C2P7C;2;2 horas
Vivienda.C2P7C;C2P7C;3;3 horas
Vivienda.C2P7C;C2P7C;4;4 horas
Vivienda.C2P7C;C2P7C;5;5 horas
Vivienda.C2P7C;C2P7C;6;6 horas
Vivienda.C2P7C;C2P7C;7;7 horas
Vivienda.C2P7C;C2P7C;8;8 horas
Vivienda.C2P7C;C2P7C;9;9 horas
Vivienda.C2P7C;C2P7C;10;10 horas
Vivienda.C2P7C;C2P7C;11;11 horas
Vivienda.C2P7C;C2P7C;12;12 horas
Vivienda.C2P7C;C2P7C;13;13 horas
Vivienda.C2P7C;C2P7C;14;14 horas
Vivienda.C2P7C;C2P7C;15;15 horas
Vivienda.C2P7C;C2P7C;16;16 horas
Vivienda.C2P7C;C2P7C;17;17 horas
Vivienda.C2P7C;C2P7C;18;18 horas
Vivienda.C2P7C;C2P7C;19;19 horas
Vivienda.C2P7C;C2P7C;20;20 horas
Vivienda.C2P7C;C2P7C;21;21 horas
Vivienda.C2P7C;C2P7C;22;22 horas
Vivienda.C2P7C;C2P7C;23;23 horas
Vivienda.C2P7C;C2P7C;24;24 horas
Vivienda.C2P8;C2P8;1;Sí pagan por el servicio de agua
Vivienda.C2P8;C2P8;2;No pagan por el servicio de agua
Vivienda.C2P9;C2P9;1;Empresa prestadora de servicios (EPS-SEDA-EMAPA)
Vivienda.C2P9;C2P9;2;Municipalidad
Vivienda.C2P9;C2P9;3;Organización comunal
Vivienda.C2P9;C2P9;4;Camión cisterna (pago directo)
Vivienda.C2P9;C2P9;5;Otro
Vivienda.C2P9;C2P9;6;Vecino
Vivienda.C2P10;C2P10;1;Red pública de desagüe dentro de la vivienda
Vivienda.C2P10;C2P10;2;Red pública de desagüe fuera de la vivienda, pero dentro de la edificación
Vivienda.C2P10;C2P10;3;Pozo séptico, tanque séptico o biodigestor
Vivienda.C2P10;C2P10;4;Letrina (con tratamiento)
Vivienda.C2P10;C2P10;5;Pozo ciego o negro
Vivienda.C2P10;C2P10;6;Río, acequia, canal o similar
Vivienda.C2P10;C2P10;7;Campo abierto o al aire libre
Vivienda.C2P10;C2P10;8;Otro
Vivienda.C2P11;C2P11;1;Sí tiene alumbrado eléctrico
Vivienda.C2P11;C2P11;2;No tiene alumbrado eléctrico
Vivienda.C2P12;C2P12;1;1 habitación
Vivienda.C2P12;C2P12;2;2 habitaciones
Vivienda.C2P12;C2P12;3;3 habitaciones
Vivienda.C2P12;C2P12;4;4 habitaciones
Vivienda.C2P12;C2P12;5;5 habitaciones
Vivienda.C2P12;C2P12;6;6 habitaciones
Vivienda.C2P12;C2P12;7;7 habitaciones
Vivienda.C2P12;C2P12;8;8 habitaciones
Vivienda.C2P12;C2P12;9;9 habitaciones
Vivienda.C2P12;C2P12;10;10 habitaciones
Vivienda.C2P12;C2P12;11;11 habitaciones
Vivienda.C2P12;C2P12;12;12 habitaciones
Vivienda.C2P12;C2P12;13;13 habitaciones
Vivienda.C2P12;C2P12;14;14 habitaciones
Vivienda.C2P12;C2P12;15;15 habitaciones
Vivienda.C2P13;C2P13;1;Alquilada
Vivienda.C2P13;C2P13;2;Propia sin título de propiedad
Vivienda.C2P13;C2P13;3;Propia con título de propiedad
Vivienda.C2P13;C2P13;4;Cedida
Vivienda.C2P13;C2P13;5;Otra forma
Vivienda.TOTELD;TOTELD;0;Vivienda sin Adulto Mayor
Vivienda.TOTELD;TOTELD;1;Vivienda con Adulto Mayor
Vivienda.C2P1;C2P1;1;Casa Independiente
Vivienda.C2P1;C2P1;2;Departamento en edificio
Vivienda.C2P1;C2P1;3;Vivienda en quinta
Vivienda.C2P1;C2P1;4;Vivienda en casa de vecindad (Callejón, solar o corralón)
Vivienda.C2P1;C2P1;5;Choza o cabaña
Vivienda.C2P1;C2P1;6;Vivienda improvisada
Vivienda.C2P1;C2P1;7;Local no destinado para habitación humana
Vivienda.C2P1;C2P1;8;Otro tipo de vivienda particular
Vivienda.C2P1;C2P1;9;Viviendas colectivas
Hogar.HNROHOG;HNROHOG;0;Hogar con personas ausentes
Hogar.HNROHOG;HNROHOG;1;Hogar 1
Hogar.HNROHOG;HNROHOG;2;Hogar 2
Hogar.HNROHOG;HNROHOG;3;Hogar 3
Hogar.HNROHOG;HNROHOG;4;Hogar 4
Hogar.HNROHOG;HNROHOG;5;Hogar 5
Hogar.HNROHOG;HNROHOG;6;Hogar 6
Hogar.HNROHOG;HNROHOG;7;Hogar 7
Hogar.HNROHOG;HNROHOG;8;Hogar 8
Hogar.HNROHOG;HNROHOG;9;Hogar 9
Hogar.HAREA;HAREA;1;Urbano censal
Hogar.HAREA;HAREA;2;Rural censal
Hogar.HENCARE;HENCARE;1;Urbano encuesta
Hogar.HENCARE;HENCARE;2;Rural encuesta
Hogar.C3P11;C3P11;0;No usa electricidad
Hogar.C3P11;C3P11;1;Sí usa electricidad
Hogar.C3P12;C3P12;0;No usa gas (balón GLP)
Hogar.C3P12;C3P12;1;Sí usa gas (balón GLP)
Hogar.C3P13;C3P13;0;No usa gas natural
Hogar.C3P13;C3P13;1;Sí usa gas natural
Hogar.C3P14;C3P14;0;No usa carbón
Hogar.C3P14;C3P14;1;Sí usa carbón
Hogar.C3P15;C3P15;0;No usa leña
Hogar.C3P15;C3P15;1;Sí usa leña
Hogar.C3P16;C3P16;0;No usa bosta, estiércol
Hogar.C3P16;C3P16;1;Sí usa bosta, estiércol
Hogar.C3P17;C3P17;0;No usa otros (residuos agrícolas, etc.)
Hogar.C3P17;C3P17;1;Sí usa otros (residuos agrícolas, etc.)
Hogar.C3P18;C3P18;0;Sí cocinan
Hogar.C3P18;C3P18;1;No cocinan
Hogar.C3P21;C3P21;1;Sí tiene equipo de sonido
Hogar.C3P21;C3P21;2;No tiene equipo de sonido
Hogar.C3P22;C3P22;1;Sí tiene televisor a color
Hogar.C3P22;C3P22;2;No tiene televisor a color
Hogar.C3P23;C3P23;1;Sí tiene cocina a gas
Hogar.C3P23;C3P23;2;No tiene cocina a gas
Hogar.C3P24;C3P24;1;Sí tiene refrigeradora o congeladora
Hogar.C3P24;C3P24;2;No tiene refrigeradora o congeladora
Hogar.C3P25;C3P25;1;Sí tiene lavadora de ropa
Hogar.C3P25;C3P25;2;No tiene lavadora de ropa
Hogar.C3P26;C3P26;1;Sí tiene horno microondas
Hogar.C3P26;C3P26;2;No tiene horno microondas
Hogar.C3P27;C3P27;1;Sí tiene licuadora
Hogar.C3P27;C3P27;2;No tiene licuadora
Hogar.C3P28;C3P28;1;Sí tiene plancha eléctrica
Hogar.C3P28;C3P28;2;No tiene plancha eléctrica
Hogar.C3P29;C3P29;1;Sí tiene computadora/Laptop/Tablet
Hogar.C3P29;C3P29;2;No tiene computadora/Laptop/Tablet
Hogar.C3P210;C3P210;1;Sí tiene teléfono celular
Hogar.C3P210;C3P210;2;No tiene teléfono celular
Hogar.C3P211;C3P211;1;Sí tiene teléfono fijo
Hogar.C3P211;C3P211;2;No tiene teléfono fijo
Hogar.C3P212;C3P212;1;Sí tiene conexión a TV por cable o satelital
Hogar.C3P212;C3P212;2;No tiene conexión a TV por cable o satelital
Hogar.C3P213;C3P213;1;Sí tiene conexión a internet
Hogar.C3P213;C3P213;2;No tiene conexión a internet
Hogar.C3P214;C3P214;1;Sí tiene automóvil, camioneta
Hogar.C3P214;C3P214;2;No tiene automóvil, camioneta
Hogar.C3P215;C3P215;1;Sí tiene motocicleta
Hogar.C3P215;C3P215;2;No tiene motocicleta
Hogar.C3P216;C3P216;1;Sí tiene lancha, bote motor o peque peque, canoa
Hogar.C3P216;C3P216;2;No tiene lancha, bote motor o peque peque, canoa
Hogar.C3P3;C3P3;1;Sí se fueron a vivir a otro país
Hogar.C3P3;C3P3;2;No se fueron a vivir a otro país
Hogar.C3P3A;C3P3A;1;1 persona
Hogar.C3P3A;C3P3A;2;2 personas
Hogar.C3P3A;C3P3A;3;3 personas
Hogar.C3P3A;C3P3A;4;4 personas
Hogar.C3P3A;C3P3A;5;5 personas
Hogar.C3P3A;C3P3A;6;6 personas
Hogar.C3P3A;C3P3A;7;7 personas
Hogar.C3P3A;C3P3A;8;8 personas
Hogar.C3P3A;C3P3A;9;9 personas
Hogar.C3P3A;C3P3A;10;10 personas
Hogar.C3P3A;C3P3A;11;11 personas
Hogar.C3P3A;C3P3A;12;12 personas
Hogar.C3P3A;C3P3A;13;13 personas
Hogar.C3P3A;C3P3A;14;14 personas
Hogar.C3P3A;C3P3A;15;15 personas
Hogar.C3P3A;C3P3A;16;16 personas
Hogar.C3P3A;C3P3A;17;17 personas
Hogar.C3P3A;C3P3A;18;18 personas
Hogar.C3P3A;C3P3A;19;19 personas
Hogar.C3P3A;C3P3A;20;20 personas
Hogar.CICLOH;CICLOH;1;Pareja sola
Hogar.CICLOH;CICLOH;2;Inicio
Hogar.CICLOH;CICLOH;3;Expansión
Hogar.CICLOH;CICLOH;4;Consolidación
Hogar.CICLOH;CICLOH;5;Estabilización
Hogar.CICLOH;CICLOH;6;Desmembramiento o salida
Hogar.CICLOH;CICLOH;7;Nido vació
Hogar.CICLOH;CICLOH;8;Sin núcleo
Hogar.CICLOH;CICLOH;9;Unipersonal adulto
Hogar.CICLOH;CICLOH;10;Unipersonal mayor
Hogar.TIPHOG;TIPHOG;1;Nuclear sin hijos
Hogar.TIPHOG;TIPHOG;2;Nuclear con hijos
Hogar.TIPHOG;TIPHOG;3;Nuclear monoparental
Hogar.TIPHOG;TIPHOG;4;Extendido sin hijos
Hogar.TIPHOG;TIPHOG;5;Extendido con hijos
Hogar.TIPHOG;TIPHOG;6;Extendido monoparental
Hogar.TIPHOG;TIPHOG;7;Compuesto nuclear
Hogar.TIPHOG;TIPHOG;8;Compuesto extendido
Hogar.TIPHOG;TIPHOG;9;Unipersonal
Hogar.TIPHOG;TIPHOG;10;Jefe(a) solo con familiar
Hogar.TIPHOG;TIPHOG;11;Jefe(a) solo con no familiar
Hogar.TIPHOG;TIPHOG;12;Jefe(a) solo con familiar y no familiar
Hogar.TIPOHRES;TIPOHRES;1;Nuclear
Hogar.TIPOHRES;TIPOHRES;2;Extendido
Hogar.TIPOHRES;TIPOHRES;3;Compuesto
Hogar.TIPOHRES;TIPOHRES;4;Unipersonal
Hogar.TIPOHRES;TIPOHRES;5;Sin nucleo
Hogar.TIPOH;TIPOH;1;Nuclear sin hijos
Hogar.TIPOH;TIPOH;2;Nuclear con hijos
Hogar.TIPOH;TIPOH;3;Nuclear monoparental
Hogar.TIPOH;TIPOH;4;Extendido sin hijos
Hogar.TIPOH;TIPOH;5;Extendido con hijos
Hogar.TIPOH;TIPOH;6;Extendido monoparental
Hogar.TIPOH;TIPOH;7;Compuesto nuclear sin hijos
Hogar.TIPOH;TIPOH;8;Compuesto nuclear con hijos
Hogar.TIPOH;TIPOH;9;Compuesto nuclear monoparental
Hogar.TIPOH;TIPOH;10;Compuesto extendido sin hijos
Hogar.TIPOH;TIPOH;11;Compuesto extendido con hijos
Hogar.TIPOH;TIPOH;12;Compuesto extendido monoparental
Hogar.TIPOH;TIPOH;13;Unipersonal
Hogar.TIPOH;TIPOH;14;Jefe(a) solo con familiar
Hogar.TIPOH;TIPOH;15;Jefe(a) solo con no familiar
Hogar.TIPOH;TIPOH;16;Jefe(a) solo con familiar y no familiar
Hogar.sexjef;sexjef;1;Jefe hombre
Hogar.sexjef;sexjef;2;Jefe mujer
Hogar.sexcon;sexcon;1;Esposo o compañero hombre
Hogar.sexcon;sexcon;2;Esposa o compañera mujer
Poblacio.PAREA;PAREA;1;Urbano censal
Poblacio.PAREA;PAREA;2;Rural censal
Poblacio.PENCARE;PENCARE;1;Urbano encuesta
Poblacio.PENCARE;PENCARE;2;Rural encuesta
Poblacio.C5P1;C5P1;1;Jefe o jefa del hogar
Poblacio.C5P1;C5P1;2;Esposo(a) / compañero(a)
Poblacio.C5P1;C5P1;3;Hijo(a) / hijastro(a)
Poblacio.C5P1;C5P1;4;Yerno / nuera
Poblacio.C5P1;C5P1;5;Nieto(a)
Poblacio.C5P1;C5P1;6;Padre / madre / suegro(a)
Poblacio.C5P1;C5P1;7;Hermano(a)
Poblacio.C5P1;C5P1;8;Otro(a) pariente
Poblacio.C5P1;C5P1;9;Trabajador(a) del hogar
Poblacio.C5P1;C5P1;10;Pensionista
Poblacio.C5P1;C5P1;11;Otro(a) no pariente
Poblacio.C5P2;C5P2;1;Hombre
Poblacio.C5P2;C5P2;2;Mujer
Poblacio.C5P41;C5P41;0;Edad 0
Poblacio.C5P41;C5P41;1;Edad 1 año
Poblacio.C5P41;C5P41;2;Edad 2 años
Poblacio.C5P41;C5P41;3;Edad 3 años
Poblacio.C5P41;C5P41;4;Edad 4 años
Poblacio.C5P41;C5P41;5;Edad 5 años
Poblacio.C5P41;C5P41;6;Edad 6 años
Poblacio.C5P41;C5P41;7;Edad 7 años
Poblacio.C5P41;C5P41;8;Edad 8 años
Poblacio.C5P41;C5P41;9;Edad 9 años
Poblacio.C5P41;C5P41;10;Edad 10 años
Poblacio.C5P41;C5P41;11;Edad 11 años
Poblacio.C5P41;C5P41;12;Edad 12 años
Poblacio.C5P41;C5P41;13;Edad 13 años
Poblacio.C5P41;C5P41;14;Edad 14 años
Poblacio.C5P41;C5P41;15;Edad 15 años
Poblacio.C5P41;C5P41;16;Edad 16 años
Poblacio.C5P41;C5P41;17;Edad 17 años
Poblacio.C5P41;C5P41;18;Edad 18 años
Poblacio.C5P41;C5P41;19;Edad 19 años
Poblacio.C5P41;C5P41;20;Edad 20 años
Poblacio.C5P41;C5P41;21;Edad 21 años
Poblacio.C5P41;C5P41;22;Edad 22 años
Poblacio.C5P41;C5P41;23;Edad 23 años
Poblacio.C5P41;C5P41;24;Edad 24 años
Poblacio.C5P41;C5P41;25;Edad 25 años
Poblacio.C5P41;C5P41;26;Edad 26 años
Poblacio.C5P41;C5P41;27;Edad 27 años
Poblacio.C5P41;C5P41;28;Edad 28 años
Poblacio.C5P41;C5P41;29;Edad 29 años
Poblacio.C5P41;C5P41;30;Edad 30 años
Poblacio.C5P41;C5P41;31;Edad 31 años
Poblacio.C5P41;C5P41;32;Edad 32 años
Poblacio.C5P41;C5P41;33;Edad 33 años
Poblacio.C5P41;C5P41;34;Edad 34 años
Poblacio.C5P41;C5P41;35;Edad 35 años
Poblacio.C5P41;C5P41;36;Edad 36 años
Poblacio.C5P41;C5P41;37;Edad 37 años
Poblacio.C5P41;C5P41;38;Edad 38 años
Poblacio.C5P41;C5P41;39;Edad 39 años
Poblacio.C5P41;C5P41;40;Edad 40 años
Poblacio.C5P41;C5P41;41;Edad 41 años
Poblacio.C5P41;C5P41;42;Edad 42 años
Poblacio.C5P41;C5P41;43;Edad 43 años
Poblacio.C5P41;C5P41;44;Edad 44 años
Poblacio.C5P41;C5P41;45;Edad 45 años
Poblacio.C5P41;C5P41;46;Edad 46 años
Poblacio.C5P41;C5P41;47;Edad 47 años
Poblacio.C5P41;C5P41;48;Edad 48 años
Poblacio.C5P41;C5P41;49;Edad 49 años
Poblacio.C5P41;C5P41;50;Edad 50 años
Poblacio.C5P41;C5P41;51;Edad 51 años
Poblacio.C5P41;C5P41;52;Edad 52 años
Poblacio.C5P41;C5P41;53;Edad 53 años
Poblacio.C5P41;C5P41;54;Edad 54 años
Poblacio.C5P41;C5P41;55;Edad 55 años
Poblacio.C5P41;C5P41;56;Edad 56 años
Poblacio.C5P41;C5P41;57;Edad 57 años
Poblacio.C5P41;C5P41;58;Edad 58 años
Poblacio.C5P41;C5P41;59;Edad 59 años
Poblacio.C5P41;C5P41;60;Edad 60 años
Poblacio.C5P41;C5P41;61;Edad 61 años
Poblacio.C5P41;C5P41;62;Edad 62 años
Poblacio.C5P41;C5P41;63;Edad 63 años
Poblacio.C5P41;C5P41;64;Edad 64 años
Poblacio.C5P41;C5P41;65;Edad 65 años
Poblacio.C5P41;C5P41;66;Edad 66 años
Poblacio.C5P41;C5P41;67;Edad 67 años
Poblacio.C5P41;C5P41;68;Edad 68 años
Poblacio.C5P41;C5P41;69;Edad 69 años
Poblacio.C5P41;C5P41;70;Edad 70 años
Poblacio.C5P41;C5P41;71;Edad 71 años
Poblacio.C5P41;C5P41;72;Edad 72 años
Poblacio.C5P41;C5P41;73;Edad 73 años
Poblacio.C5P41;C5P41;74;Edad 74 años
Poblacio.C5P41;C5P41;75;Edad 75 años
Poblacio.C5P41;C5P41;76;Edad 76 años
Poblacio.C5P41;C5P41;77;Edad 77 años
Poblacio.C5P41;C5P41;78;Edad 78 años
Poblacio.C5P41;C5P41;79;Edad 79 años
Poblacio.C5P41;C5P41;80;Edad 80 años
Poblacio.C5P41;C5P41;81;Edad 81 años
Poblacio.C5P41;C5P41;82;Edad 82 años
Poblacio.C5P41;C5P41;83;Edad 83 años
Poblacio.C5P41;C5P41;84;Edad 84 años
Poblacio.C5P41;C5P41;85;Edad 85 años
Poblacio.C5P41;C5P41;86;Edad 86 años
Poblacio.C5P41;C5P41;87;Edad 87 años
Poblacio.C5P41;C5P41;88;Edad 88 años
Poblacio.C5P41;C5P41;89;Edad 89 años
Poblacio.C5P41;C5P41;90;Edad 90 años
Poblacio.C5P41;C5P41;91;Edad 91 años
Poblacio.C5P41;C5P41;92;Edad 92 años
Poblacio.C5P41;C5P41;93;Edad 93 años
Poblacio.C5P41;C5P41;94;Edad 94 años
Poblacio.C5P41;C5P41;95;Edad 95 años
Poblacio.C5P41;C5P41;96;Edad 96 años
Poblacio.C5P41;C5P41;97;Edad 97 años
Poblacio.C5P41;C5P41;98;Edad 98 años
Poblacio.C5P41;C5P41;99;Edad 99 años
Poblacio.C5P41;C5P41;100;Edad 100 años
Poblacio.C5P41;C5P41;101;Edad 101 años
Poblacio.C5P41;C5P41;102;Edad 102 años
Poblacio.C5P41;C5P41;103;Edad 103 años
Poblacio.C5P41;C5P41;104;Edad 104 años
Poblacio.C5P41;C5P41;105;Edad 105 años
Poblacio.C5P41;C5P41;106;Edad 106 años
Poblacio.C5P41;C5P41;107;Edad 107 años
Poblacio.C5P41;C5P41;108;Edad 108 años
Poblacio.C5P41;C5P41;109;Edad 109 años
Poblacio.C5P41;C5P41;110;Edad 110 años
Poblacio.C5P41;C5P41;111;Edad 111 años
Poblacio.C5P41;C5P41;112;Edad 112 años
Poblacio.C5P41;C5P41;113;Edad 113 años
Poblacio.C5P41;C5P41;114;Edad 114 años
Poblacio.C5P41;C5P41;115;Edad 115 años
Poblacio.C5P41M;C5P41M;0;Edad menos de 1 mes
Poblacio.C5P41M;C5P41M;1;Edad de 1 mes
Poblacio.C5P41M;C5P41M;2;Edad de 2 meses
Poblacio.C5P41M;C5P41M;3;Edad de 3 meses
Poblacio.C5P41M;C5P41M;4;Edad de 4 meses
Poblacio.C5P41M;C5P41M;5;Edad de 5 meses
Poblacio.C5P41M;C5P41M;6;Edad de 6 meses
Poblacio.C5P41M;C5P41M;7;Edad de 7 meses
Poblacio.C5P41M;C5P41M;8;Edad de 8 meses
Poblacio.C5P41M;C5P41M;9;Edad de 9 meses
Poblacio.C5P41M;C5P41M;10;Edad de 10 meses
Poblacio.C5P41M;C5P41M;11;Edad de 11 meses
Poblacio.C5P5;C5P5;1;Sí, vive permanentemente en este distrito
Poblacio.C5P5;C5P5;2;No vive permanentemente en este distrito
Poblacio.C5P6;C5P6;1;Aún no había nacido
Poblacio.C5P6;C5P6;2;Sí, vivía hace 5 años en este distrito
Poblacio.C5P6;C5P6;3;No vivía hace 5 años en este distrito
Poblacio.C5P7;C5P7;1;Sí, la madre vivía en este distrito
Poblacio.C5P7;C5P7;2;No, la madre vivía en otro distrito
Poblacio.C5P81;C5P81;0;No está afiliado al SIS
Poblacio.C5P81;C5P81;1;Sí, afiliado al SIS
Poblacio.C5P82;C5P82;0;No está afiliado al EsSalud
Poblacio.C5P82;C5P82;1;Sí, afiliado al EsSalud
Poblacio.C5P83;C5P83;0;No está afiliado al seguro de fuerzas armadas o policiales
Poblacio.C5P83;C5P83;1;Sí, afiliado al seguro de fuerzas armadas o policiales
Poblacio.C5P84;C5P84;0;No está afiliado a seguro privado de salud
Poblacio.C5P84;C5P84;1;Sí, afiliado a seguro privado de salud
Poblacio.C5P85;C5P85;0;No está afiliado a otro seguro
Poblacio.C5P85;C5P85;1;Sí, afiliado a otro seguro
Poblacio.C5P86;C5P86;0;Sí, se encuentra afiliado a algún seguro
Poblacio.C5P86;C5P86;1;No se encuentra afiliado a ningún seguro
Poblacio.C5P91;C5P91;0;No tiene discapacidad para ver
Poblacio.C5P91;C5P91;1;Sí, tiene discapacidad para ver
Poblacio.C5P92;C5P92;0;No tiene discapacidad para oír
Poblacio.C5P92;C5P92;1;Sí, tiene discapacidad para oír
Poblacio.C5P93;C5P93;0;No tiene discapacidad para hablar
Poblacio.C5P93;C5P93;1;Sí, tiene discapacidad para hablar
Poblacio.C5P94;C5P94;0;No tiene discapacidad para moverse o caminar para usar brazos y piernas
Poblacio.C5P94;C5P94;1;Sí, tiene discapacidad para moverse o caminar para usar brazos y piernas
Poblacio.C5P95;C5P95;0;No tiene discapacidad para entender o aprender
Poblacio.C5P95;C5P95;1;Sí, tiene discapacidad para entender o aprender
Poblacio.C5P96;C5P96;0;No tiene discapacidad para relacionarse con los demás
Poblacio.C5P96;C5P96;1;Sí, tiene discapacidad para relacionarse con los demás
Poblacio.C5P97;C5P97;0;Sí, tiene alguna discapacidad
Poblacio.C5P97;C5P97;1;No tiene discapacidad
Poblacio.C5P10A;C5P10A;1;Solo tiene partida de nacimiento
Poblacio.C5P10A;C5P10A;2;Solo tiene carné de extranjería
Poblacio.C5P10A;C5P10A;3;No tiene documento alguno
Poblacio.C5P10A;C5P10A;4;No recuerda
Poblacio.C5P10A;C5P10A;5;Tiene DNI
Poblacio.C5P11;C5P11;1;Quechua
Poblacio.C5P11;C5P11;2;Aimara
Poblacio.C5P11;C5P11;3;Ashaninka
Poblacio.C5P11;C5P11;4;Awajún / Aguaruna
Poblacio.C5P11;C5P11;5;Shipibo - Konibo
Poblacio.C5P11;C5P11;6;Shawi/Chayahuita
Poblacio.C5P11;C5P11;7;Matsigenka/Machiguenga
Poblacio.C5P11;C5P11;8;Achuar
Poblacio.C5P11;C5P11;9;Otra lengua nativa u originaria
Poblacio.C5P11;C5P11;10;Castellano
Poblacio.C5P11;C5P11;11;Portugués
Poblacio.C5P11;C5P11;12;Otra lengua extranjera
Poblacio.C5P11;C5P11;13;Lengua de señas peruanas
Poblacio.C5P11;C5P11;14;No escucha, ni habla
Poblacio.C5P11;C5P11;15;Wampis
Poblacio.C5P11;C5P11;16;Kichwa
Poblacio.C5P11;C5P11;17;Nomatsigenga
Poblacio.C5P11;C5P11;18;Tikuna
Poblacio.C5P11;C5P11;19;Urarina
Poblacio.C5P11;C5P11;20;Yine
Poblacio.C5P11;C5P11;21;Yanesha
Poblacio.C5P11;C5P11;22;Kandozi-Chapra
Poblacio.C5P11;C5P11;23;Kakataibo
Poblacio.C5P11;C5P11;24;Matses
Poblacio.C5P11;C5P11;25;Kukama kukamiria
Poblacio.C5P11;C5P11;26;Yagua
Poblacio.C5P11;C5P11;27;Secoya
Poblacio.C5P11;C5P11;28;Harakbut
Poblacio.C5P11;C5P11;29;Yaminahua
Poblacio.C5P11;C5P11;30;Jaqaru
Poblacio.C5P11;C5P11;31;Murui-Muinani
Poblacio.C5P11;C5P11;32;Kakinte
